NOM_ETABLISSENTFR,NOM_ETABLISSENTAR,ADRESSEFR,ADRESSEAR,TELEPHONE,PROVINCE,REGION
MOHAMED VI,محمد السادس,CENTRE TALIOUINE MUNICIPALITE TALIOUINE,مركز تالوين,028-53-40-82,Taroudant,Sous-Massa-Draa
HASSAN II,الحسن الثاني,AVENUE HASSAN II MUNICIPALITE      OULED TAIMA,شارع الحسن الثاني,0528526090,Taroudant,Sous-Massa-Draa
AIT IAAZA,ايت إعزا,MUNICIPALITE AIT IAAZA,بلدية أيت إعزا,0661915505,Taroudant,Sous-Massa-Draa
AOULOUZ QUALIFIANT,ثانوية أولوز التأهيلية,tagadirt aoulouz,تكاديرت أولوز,0661915511,Taroudant,Sous-Massa-Draa
Lycée qualifiant HOUARA,ثانوية هوارة التأهيلية,Ennahda al koubra,النهضة الكبرى,,Taroudant,Sous-Massa-Draa
ASSALAM,السلام,foum lhissn,فم الحصن,0661465705,Tata,Guelmim - Es-smara
IBN AL HAYTAM,ابن الهيثم,CENTRE ADIS,مركز أديس,0528808238,Tata,Guelmim - Es-smara
AL AMAL,الامل,CENTRE  TISSINT  TATA,تسينت,0661462199,Tata,Guelmim - Es-smara
lycée qualifiant mohamed 6,ثانوية محمد السادس التأهيلية,lotissement alkassaba tata,تجزئة القصبة طاطا,,Tata,Guelmim - Es-smara
EL MASSIRA,المسيرة,CENTRE AKKAIGHANE  TATA,مركز اقايغان,028-80-24-61,Tata,Guelmim - Es-smara
NOUVEAU LYCEE,الثانوية الجديدة,CENTRE  TATA,طاطا,028-80-20-78,Tata,Guelmim - Es-smara
ALLAL BEN ABDALLAH,علال بن عبد الله,CENTRE  TATA,طاطا,0528-80-21-60,Tata,Guelmim - Es-smara
EL MANSOUR DAHABI,المنصور الذهبي,CENTRE AKKA  TATA,مركز أقا,06677026748,Tata,Guelmim - Es-smara
IBNOU KHALDOUNE,ابن خلدون,CENTRE  FOUM ZGUID  TATA,فم زكيد,0528-80-21-62,Tata,Guelmim - Es-smara
YOUSSEF BNOU TACHAFINE,يوسف بن تاشفين,MATMATA CENTRE,مطماطة المركز,0535677099,Taza,Taza  - Al Hoceima - Taounate
ZAYTOUNE,الزيتون,OULED ZBAIR CENTRE.,اولاد ازباير المركز,0535-20-40-50,Taza,Taza  - Al Hoceima - Taounate
SIDI AZZOUZ,سيدي عزوز,PLACE BAB ZITOUNATAZA OULIA,ساحة باب زيتونة تازة العليا,035-27-02-09,Taza,Taza  - Al Hoceima - Taounate
ALI BEN BARRI,علي بن بري,"BD MOHAMED 5 ,TAZA AL JADIDA.",شارع محمد الخامس تازة الجديدة,035-67-34-31,Taza,Taza  - Al Hoceima - Taounate
BNOU LYASSAMINE,ابن الياسمين,"BD MY YOUSSEF,TAZA AL JADIDA.",شارع مولاي يوسف تازة الجديدة,0535-67-34-50,Taza,Taza  - Al Hoceima - Taounate
TECHNIQUE,التقنية,ROUTE AL HOCEIMA TAZA AL JADIDA,طريق الحسيمة تازة الجديدة,035-21-12-82,Taza,Taza  - Al Hoceima - Taounate
AL WAHDA,الوحدة,OUED AMLIL CENTRE.,وادي أمليل المركز,035-27-55-60,Taza,Taza  - Al Hoceima - Taounate
OMAR AL KHYAME,عمر الخيام,AL MASSIRA 2 ROUTE OUJDATAZA AL JADIDA,المسيرة 2 طريق وجدة تازة الجديدة,0535-21-12-92,Taza,Taza  - Al Hoceima - Taounate
KADI AYAD,القاضي عياض,RUE FARHA HACHAD TAZA AL JADIDA.,شارع فرحات حشاد طريق المسبح تازة الجديدة,035-67-29-80,Taza,Taza  - Al Hoceima - Taounate
TAHALA,تاهلة,TAHALA CENTRE.,تاهلة المركز,035-67-81-24,Taza,Taza  - Al Hoceima - Taounate
2 OCTOBRE 1955,2 اكتوبر 1955,AKNOUL CENTRE.,أكنول المركز,0335277036,Taza,Taza  - Al Hoceima - Taounate
LYCEE ANNASR,ثانوية النصر التاهيلية,had msila centre,مركز حد امسلة,,Taza,Taza  - Al Hoceima - Taounate
LYCEE ANNAJAH,ثانوية النجاح التاهيلية,centre zrarda,مركز الزراردة,,Taza,Taza  - Al Hoceima - Taounate
lycee al kindi,ثانوية الكندي ,rue youssef ibn tachafine al massira 2 ,شارع يوسف بن تاشفين المسيرة 2 ,0535212231,Taza,Taza  - Al Hoceima - Taounate
CHARIF AL IDRRISSI,الشريف الادريسي,HAY EL MSALA TAZA OULIA,حـــي المصلى تازة العليا,0666564834,Taza,Taza  - Al Hoceima - Taounate
AL IRFANE,العرفان,HAY AL ALAOUYNE,حي العلويين بتازة,,Taza,Taza  - Al Hoceima - Taounate
chaikh Mohamed el mekki ennassiri,الشيخ محمد المكي الناصري ,AVENUE DJIBOUTI ain melloul tétouan,شارع الدجيبوتي عين ملول تطوان,039974672,Tetouan,Tanger - Tetouan
tarik bnou ziad,طارق بن زياد,COMMUNE AL HAMRA,جماعة الحمراء, ,Tetouan,Tanger - Tetouan
OMAR IBN AL KHATTAB,عمر بن الخطاب,CU/ OUED LAOU,الجماعة الحضرية  لوادي لو  ,039670809,Tetouan,Tanger - Tetouan
KADI AYAD,القاضي عياض,AV KHALID IBN OUALID - TETOUAN,شارع خالد بن الوليد,039-96-39-41,Tetouan,Tanger - Tetouan
KHADIJA OUM AL MOUMININE,خديجة أم المؤمنين,quARTIER SCOLAIRE AV MOHAMED V  TETOUAN,"الحي المدرسي, زنقة ابن المقفع",039-96-59-26,Tetouan,Tanger - Tetouan
el mehdi bennouna,المهدي بنونة,AV ABDELKHALK TORRES  TETOUAN,شارع عبد الخلق الطريس تطوان,0539972781,Tetouan,Tanger - Tetouan
ABOU BAKR ASSEDDIQ,أبو بكر الصديق,AVENU MOULAY ALHASSAN BEN EL MAHDI B P 1130,AVENU MOULAY ALHASSAN BEN EL MAHDI B P 1130,0539-96-29-68,Tetouan,Tanger - Tetouan
KADI IBN AL ARABI,القاضي ابن العربي,40 AV MOHAMED V  TETOUAN,شارع محمد الخامس رقم 40,039-96-72-61,Tetouan,Tanger - Tetouan
ABDEL KHALEK TORRES,عبد الخالق الطريس,HAY ATLAS  mssala 2 rue el jadida TETOUAN,حي الأطلس ، المصلى 2 ، شارع الجديدة,0539-97-24-57,Tetouan,Tanger - Tetouan
IMAM AL GHAZALI,الامام الغزالي,RUE TAHRANE  BP 5184  Qrt Mly ELHASSAN,شارع طهران - ص.ب: 5184 - حي مولاي الحسن ,039-97-17-24,Tetouan,Tanger - Tetouan
CHARIF AL IDRISSI,الشريف الإدريسي,AV AL MASSIRA  TETOUAN,شارع المسيرة الخضراء,0539-97-28-38,Tetouan,Tanger - Tetouan
JABER IBN HAYAN,جابر بن حيان,AV HASSAN II  ,شارع الحسن الثاني  ,0539-96-63-96,Tetouan,Tanger - Tetouan
HASSAN II,الحسن الثاني,Avenue Hassan II Rue Oued Baht  BP 631 Tétouan,"شارع الحسن الثاني, زنقة واد بهت ص ب 631- تطوان",0539-96-42-80,Tetouan,Tanger - Tetouan
MOHAMMED VI,محمد السادس,rue tetouan hay dfel martil,شارع تطوان حي الدفل مرتيل,0539688183,M'diq Fnidaq,Tanger - Tetouan
ABI RABIH SEBTI,أبي الربيع السبتي,AVENUE MOHAMMED VI ROUTE RAS LOUTA FNIDEQ,شارع محمد السادس طريق راس لوطا الفنيدق,0539-97-60-50,M'diq Fnidaq,Tanger - Tetouan
FKIH DAOUD,الفقيه داود,HAY RABAT MUNICIPALITE M DIQ,حي الرباط بلدية المضيق,0539664342,M'diq Fnidaq,Tanger - Tetouan
IMAM AL GHAZALI,الإمام الغزالي,HAY EL QODS,حي القدس,0655790818,M'diq Fnidaq,Tanger - Tetouan
ABDERRAHIM BOUABID,عبد الرحيم بوعبيد,MDIQ,المضيق,0655790816,M'diq Fnidaq,Tanger - Tetouan
IBN KHALDOUN,بن خلدون,QUARTIER AGHATTAS,حي أغطاس,,M'diq Fnidaq,Tanger - Tetouan
lycee qualifiant NOUVEAU LYCEE,الثانوية التاهيلية الجديدة,municipalite tafraout,بلدية تافراوت,0528800452,Tiznit,Sous-Massa-Draa
lycee qualifiant ibrahim ouakhzan,الثانوية التأهيلية ابراهيم وخزان, centre COMMUNE ARBAA SAHEL,مركز جماعة اربعاء الساحل,0528864243,Tiznit,Sous-Massa-Draa
lycee qualifiant mehdi ben berka,الثانوية التاهيلية المهدي بن بركة,EL MAADAR KABIR centre,مركز المعدر الكبير,0528864236,Tiznit,Sous-Massa-Draa
lycee qualifiant ASSALAM,الثانوية التهيلية السلام,TALIINT REGGADA,تلعينت الركادة,0528619175,Tiznit,Sous-Massa-Draa
lycee qualifiant AL WAHDA,الثانوية التاهيلية الوحدة,QUARTIER AFRAG TIZNIT,حي افراك تيزنيت,0528862318,Tiznit,Sous-Massa-Draa
lycee quallifiant mohammed el jazouli,الثانوية التاهيلية  محمد الجزولي, centre COMMUNE ANZI,مركز جماعة انزي,0528610234,Tiznit,Sous-Massa-Draa
lycee quallifiant IBN KHALDOUNE,الثانوية التاهيلية ابن خلدون,COMMUNE BOUNAAMANE,مركز جماعة بونعمان,0528860001,Tiznit,Sous-Massa-Draa
lycee qualifiant AL MASSIRA AL KHADRA,الثانوية التأهيلية المسيرة الخضراء,BD MOKHTAR ESSOUSSI TIZNIT,شارع المختار السوسي  تيزنيت,028862539,Tiznit,Sous-Massa-Draa
IBN SOULAYMANE ARRASSMOUKI,الثانوية التاهيلية ابن سليمان الرسموكي,hor BAB AGLOU ,خارج باب اكلو,0528862149,Tiznit,Sous-Massa-Draa
lycee qualifiant hassan ii,الثانوية التاهيلية الحسن الثاني,QUARTIER ALFATH ERAC TIZNIT,حي الفتح تيزنيت,0528862708,Tiznit,Sous-Massa-Draa
lycee qualifiant SIDI OUAGAG,الثانوية التاهيلية سيدي وكاك,AMRAGH TNINE AGLOU TIZNIT,امراغ اثنين اكلو,0528613108,Tiznit,Sous-Massa-Draa
SIDI SALEH,سيدي صالح,TAGOUNITE CENTRE CTAGOUNITE,تكونيت,0524897014,Zagoura,Sous-Massa-Draa
SIDI AMROU,سيدي عمرو,TAZARINE CENTRE CTAZARINE,تزارين المركز,0524839048,Zagoura,Sous-Massa-Draa
EL IMAM EL BOUKHARI,الإمام البخاري,TAMGROUTE CENTRE CTAMAGROUTE,تمكروت,024840663,Zagoura,Sous-Massa-Draa
TAGHBALT,تغبالت,TAGHBALTE CTAGHBALTE,تغبالت,0661542847,Zagoura,Sous-Massa-Draa
BEN EL MEHDI EL JIRARI,ابن المهدي الجراري,BNI ZOLI CENTRE CBNI ZOLI,بني زولي,0524846819,Zagoura,Sous-Massa-Draa
SIDI AHMED BENACEUR qalifiant,سيدي احمد بناصر,ZAGORA CENTRE,زاكورة المركز,0524847016,Zagoura,Sous-Massa-Draa
DRISS PREMIER,ادريس الأول,MUNICIPALITE AGDEZ,أكدز,0524843180,Zagoura,Sous-Massa-Draa
ERRAZI,الرازي,TINZOULINE,تنزولين,0661906081,Zagoura,Sous-Massa-Draa
IBN SINA,ابن سينا,MEZGUITAAGREZ,مزكيطة -  أكدز,0661982656,Zagoura,Sous-Massa-Draa
M'HAMID EL JADIDA,المحاميد الجديدة,M'HAMID EL GHIZLANE,المحاميد,061916083,Zagoura,Sous-Massa-Draa
EL JAHID,الجاحظ,TAMEZMOUTE,تمزموط,0661982658,Zagoura,Sous-Massa-Draa
MOULAY ELMEHDI SALHI,مولاي المهدي الصالحي,ZAOYAT SIDI SALAH TAGOUNITE,زاوية سيدس صالح,061916087,Zagoura,Sous-Massa-Draa
EL MAJD,المجد,HAY ELIDARI ZAGORA,الحي الاداري,0661916080,Zagoura,Sous-Massa-Draa
BOUZAROUAL,بوزروال,BOUZAROUALTINZOULINE,بوزروال/ تينزولين,0661540665,Zagoura,Sous-Massa-Draa
ATMAN IBEN AFANE,عثمان بن عفان,TAGOUNITE CENTRE CTAGOUNITE,تكونيت,0661916086,Zagoura,Sous-Massa-Draa
salh eddin al ayoubi,صلاح الدين الايوبي,centre nkob,مركز النقوب,0661542335,Zagoura,Sous-Massa-Draa
EL KHAWARIZMI,الخوارزمي,centre agdz zagora,مركز اكدز زاكورة,0661474523,Zagoura,Sous-Massa-Draa
LYCEE AL MOUSTAKBAL,الثانوية التأهيلية المستقبل,HAMRIA CENTRE,مركز حمرية,0660139620,Moulay Yacoub,Fès - Boulmane
LYCEE  AHMED ZAKI EL ALAOUI,الثانوية التأهيلية أحمد زكي العلوي,CENTRE DE LA COMMUNE RURALE  AIN CHKEFF,مركز جماعة عين الشقف,0661045292,Moulay Yacoub,Fès - Boulmane
LYCEE ABBAS AL AMRANI,ثانوية عباس العمراني,KM 10 ROUTE DE MEKNES douiet,كلم 10 طريق مكناس الضويات,0660146505,Moulay Yacoub,Fès - Boulmane
AL KHAOUARIZMI,الخوارزمي,sidi rahal chatii,سيدي رحال الشاطئ,0522969376,Berrechid,Chaouia - Ourdigha
Lycée HASSAN II,الثانوية التأهيلية الحسن الثاني,HAY ESSALAM DEROUA,حي السلام الدروة,0522532103,Berrechid,Chaouia - Ourdigha
Lycée LAGHNIMIYINE,الثانوية التأهيلية الغنيميين,LYCEE LAGHNIMYINE,الثانوية التأهيلية الغنيميين,0523710999,Berrechid,Chaouia - Ourdigha
lycee MAGHREB ARABE,الثانوية التأهيلية المغرب العربي,commune sahel ouled hriz gharbia  ,جماعة الساحل اولاد احريز الغربية  ,0522963045,Berrechid,Chaouia - Ourdigha
Omar El Khiam,عمر الخيام,lotissement jabrane,تجزئة جبران,0671803412,Berrechid,Chaouia - Ourdigha
Lycée Al Jadida,ثانوية الجديدة التأهيلية,Hay tissir 2 AV Mohamed Samiha,حي التيسير 2 شارع محمد سميحة,0661194155,Berrechid,Chaouia - Ourdigha
Lycée IBN ROCHD,الثانوية التأهيلية إبن رشد,avenue  MOULAY ELHASSAN,نهج مولاي الحسن,0671801462,Berrechid,Chaouia - Ourdigha
Lycée KHALID BEN OUALID,الثانوية التأهيلية خالد بن الوليد,hay khalid ben oualid,حي خالد بن الوليد,0523710205,Berrechid,Chaouia - Ourdigha
Lycée OULAD HRIZ,الثانوية التأهيلية أولاد حريز,lotissment  EZZAHRA   bp7,تجزئة الزهراء,0522337062,Berrechid,Chaouia - Ourdigha
Lycée OTMANE BEN AFFANE,الثانوية التأهيلية عثمان بن عفان,RUE el KYALA COMMUNE ELGARA,زنقة الكيالة,0522333101,Berrechid,Chaouia - Ourdigha
Lycée HASSAN BNOU TABIT,الثانوية التأهيلية حسان بن تابث,cite pam jdid,حي بام الجديد,0523710998,Berrechid,Chaouia - Ourdigha
LYCEE OULED HRIZ OUEST,الثانوية التأهيلية اولاد حريز الغربية,lycee ouled hriz ouest bp 100 soualem,ثانوية أولاد احريز الغربية ص ب 100 السوالم,0522964229,Berrechid,Chaouia - Ourdigha
L MOULAY ISMAIL,ثا. مولاي اسماعيل,hay alamal  DRIOUCH,حي الأمل الدريوش,0655395133,Driouch,l'Oriental
L TAFERSIT,ثا. تفرسيت,DOUAR HAMMOUDA COMMUNE TAFERSIT,دوار حمودة جماعة تفرسيت,0536402199,Driouch,l'Oriental
L AL AMAL,ثا. الامل,RUE BIR INZARANE MIDAR CENTRE,ش بئر انزران-ميضار,0655395160,Driouch,l'Oriental
L BOUDINAR,ثا. بودينار,COMMUNE BOUDINAR,جماعة بودينار,0655395101,Driouch,l'Oriental
LYCEE AL FARABI,ثانوية الفرابي التاهيلية,lycee al farabi DAR EL KABDANI, الثانوية التأهيلية  الفارابي دار الكبداني,061903494,Driouch,l'Oriental
LYCEE KASSETA,الثانوية التأهيلية قسيطة, KASSITA COMMUNE TSAFT,قسيطة جماعة اتسافت,0536-40-81-64,Driouch,l'Oriental
L TEMSAMANE,ثا. تمسمان,COMMUNE TEMSAMANE CENTRE,تمسمان,0655395159,Driouch,l'Oriental
L MOHAMED VI,ثا. محمد السادس,ben tieb ,ابن الطيب,0655395164,Driouch,l'Oriental
LYCEE AGRICOL,الثانوية الفلاحية,KRIFATE,الكريفات,023432535,Fkih ben salah,Tadla - Azilal
LYCEE QUALIFIANT 30 JUILLET,ثانوية 30 يوليوز التأهيلية,ROUTE DAR OLD ZAYDOUH,طريق دار ولد زيدوح,,Fkih ben salah,Tadla - Azilal
LYCEE ANNASR,ثانوية النصر,CENTRE BRADIA,البرادية المركز,0523479247,Fkih ben salah,Tadla - Azilal
LYCEE EL KHAWAREZMI,ثانوية الخوارزمي,ROUTE OULED AYAD,طريق أولاد عياد,0523-43-02-72,Fkih ben salah,Tadla - Azilal
LYCEE BIR ANZARANE,ثانوية بئر انزران,AVENUE DES ALAOUITES,شارع العلويين,0661940974,Fkih ben salah,Tadla - Azilal
LYCEE EL FARABI,ثانوية الفارابي التأهيلية,HAY ANNASR,حي النصر,0661940978,Fkih ben salah,Tadla - Azilal
LYCEE HASSAN I,ثانوية الحسن الأول التأهيلية,BD HASSAN 1,شارع الحسن الأول,0661940984,Fkih ben salah,Tadla - Azilal
LYCEE AL KINDI,ثانوية الكندي التأهيلية,BD DES ALAOUITES FQUIH BEN SALAH,شارع العلويين الفقيه بن صالح,023-43-95-92,Fkih ben salah,Tadla - Azilal
LYCEE ALLAL BEN ABDELLAH,ثانوية علال بن عبد الله التأهيلية,CENTRE SIDI ISSA BEN ALI,مركز سيدي عيسى بن علي,0661940985,Fkih ben salah,Tadla - Azilal
HASSAN ADDAKHIL,الحسن الداخل,BD AL MOSTACHFAGUERCIF,شارع المستشفى جرسيف,035-67-60-57,Guercif,Taza  - Al Hoceima - Taounate
ZERAKTOUNI,الزرقطوني,"HAY NOUGD,GUERCIF.",حي النجد جرسيف,035-67-63-08,Guercif,Taza  - Al Hoceima - Taounate
Almoustakbal,المستقبل,quartier chwibir,حي الشويبير,,Guercif,Taza  - Al Hoceima - Taounate
IBNOU SINAA,ابن سينا,HAY NOUJD GUERCIF,حي النجد جرسيف,053 67 61 52,Guercif,Taza  - Al Hoceima - Taounate
18 juin,18 يونيو,IMILCHIL,املشيل,0668353903,Midelt,Meknès - Tafilalet
ZAIDA,زايدة,ROUTE DE KHENIFRA COMMUNE ZAIDA,طريق خنيفرة جماعة زايدة,0535364080,Midelt,Meknès - Tafilalet
EL BOUHAIRA,البحيرة,ITZER CENTRE COMMUNE ITZER,مركز جماعة ايتزر,035-59-80-44,Midelt,Meknès - Tafilalet
HASSAN II,الحسن الثاني,AIT ERRBAA MIDELT,ايت الربع ميدلت,0535582196,Midelt,Meknès - Tafilalet
PRINCE MOULAY RACHID,الامير مولاي رشيد,ROUTE DE MEKNES MUNICIPALITE MIDELT,طريق مكناس  بلدية  ميدلت,0535582005,Midelt,Meknès - Tafilalet
MOULAY ALI CHERIF,مولاي علي الشريف,BOULEVARD SIDI ALI  CENTRE  RICH,شارع سيدي علي الريش,0535589089,Midelt,Meknès - Tafilalet
MOUSSA BEN NOUSSAIR,موسى بن نصير,BOUMIA CENTRE COMMUNE BOUMIA,مركز جماعة بومية,0661911357,Midelt,Meknès - Tafilalet
TARIK IBNOU ZIYAD,طارق بن زياد,CENTRE GUORRAMA,مركز كرامة,0535588116,Midelt,Meknès - Tafilalet
ABDELMOUMEN,عبد المومن,TOUNFITE CENTRE COMMUNE TOUNFITE,مركز جماعةتونفيت,0535365266,Midelt,Meknès - Tafilalet
IMAM ALI,الامام علي,KSAR KERRANDOU GUERS TIAALLALINE RICH,قصر كراندو كرس تعلالين,0535589258,Midelt,Meknès - Tafilalet
ALLAL AL FASSI,علال الفاسي,BRIKCHACBRIKCHA ouzzan,بريكشة المركز جماعة بريكشة,039-98-76-24,Ouezzane,Tanger - Tetouan
 lycée MOHAMED V ,ثانوية محمد الخامس التاهيلية ,commune zoumi province ouazzane ,,0537890029,Ouezzane,Tanger - Tetouan
BEN ROUCHD,إبن رشد,centre Asjen province ouezzane,مركز أسجن جماعة اسجن,0613186472,Ouezzane,Tanger - Tetouan
MOHAMMED VI,محمد السادس,MOQRISSATCMOQRISSATCEFCHAOUEN,مقريصات المركز جماعة مقريصات,0539-98-76-59,Ouezzane,Tanger - Tetouan
IBN.ZOHR,ابن زهر,AVBIR ANZARANE OUEZZANE COMMUNE  OUEZZANE,شارع بير انزران الحدادين,037-90-74-66,Ouezzane,Tanger - Tetouan
MOULAY ABDELLAH CHRIF,مولاي عبد الله الشريف,AV MOHAMED V  COMMUNE OUEZZANE,شارع محمد الخامس,0537907311,Ouezzane,Tanger - Tetouan
LYCEE AL KORTOBI  D ENSEIGNEMENT ORIGINEL,الثانوية التأهيلية القرطبي للتعليم الأصيل,ROUTE CHEFCHAOUEN COMMUNE OUEZZANE,  طريق شفشاون - وزان,0537460057,Ouezzane,Tanger - Tetouan
MOUAD BNOU JABAL,معاد بن جبل,AIN DORRIJ CENTRE  COMMUNE LAMJAARA,عين دريج,0613186008,Ouezzane,Tanger - Tetouan
OMAR EL KHIYAM,عمر الخيام,CENTRE TAROUAL,جماعة  تروال,,Ouezzane,Tanger - Tetouan
3MARS, ثانوية 3 مارس,CENTRE SIDI REDOUANE,مركز سيدي رضوان,0613186001,Ouezzane,Tanger - Tetouan
lycee moqrissat,ثانوية مقريصات التاهيلية,moqrissat,مركز مقريصات,,Ouezzane,Tanger - Tetouan
ERRHAMNA,الرحامنة,COMMUNE  BEN GUERIR,بلدية ابن جرير,,Rehamna,Marrakech - Tensift - Al Haouz
lycée qualifiant essalam,الثانوية التأهيلية السلام,hay elmajd,حي المجد,0654827130,Rehamna,Marrakech - Tensift - Al Haouz
ECHAHID SALAH ESSERGHINI,الشهيد صالح السرغيني,COMMUNE BEN GUERIR,بلدية ابن جرير,0524-31-82-05,Rehamna,Marrakech - Tensift - Al Haouz
SKHOUR,الصخور,SKHOU RHAMNA BEN GUERIR,جماعة صخور الرحامنة,024-31-75-51,Rehamna,Marrakech - Tensift - Al Haouz
SIDI BOUAATMANE,سيدي بوعثمان,COMMUNE SIDI BOU NOTHMANE,جماعة سيدي بوعثمان,0661056779,Rehamna,Marrakech - Tensift - Al Haouz
RAS ELAIN,راس العين,REHAMNA,راس العين,0673078394,Rehamna,Marrakech - Tensift - Al Haouz
ABDELLAH IBRAHIM,عبدالله ابراهيم,BEN GUERIR CENTRE COMMUNE BEN GUERIR,بلدية ابن جرير,024-45-81-25,Rehamna,Marrakech - Tensift - Al Haouz
lycée qualifiant OULED AMRANE ,ثانوية أولاد عمران التأهيلية,CENTRE  COMMUNE OULED AMRANE,مركز جماعة أولاد عمران,0661087911,Sidi bennour,Doukala - Abda
lycée qualifiant SIDI BENNOUR,ثانوية سيدي بنور التأهيلية   ,AVENUE MOULAY ABDELLAH MUNICIPALITE SIDI BENNOUR,نهج مولاي عبدالله  سيدي بنور,0661069175,Sidi bennour,Doukala - Abda
lycée qualifiant IMAM GHAZALI , ثانوية الامام الغزالي التأهيلية,MUNICIPALITE DE SIDI BENNOUR,شارع محمد السادس سيدي بنور,0661602904,Sidi bennour,Doukala - Abda
lycée qualifiant OMAR IBN ABDELAZIZ,  ثانوية عمر بن عبدالعزيز التأهيلية ,MUNICIPALITE DE ZEMAMRA,بلدية الزمامرة,0661640477,Sidi bennour,Doukala - Abda
lycée qualifiant DOUKKALA,ثانوية دكالة االتأهيلية,CENTRE ARBIAA EL AOUNATE ,أربعاء العونات,0661398519,Sidi bennour,Doukala - Abda
lycée qualifiant IBN ARABI,ثانوية ابن عربي التأهيلية ,CENTRE TNINE GHARBIA  ,اثنين الغربية,0661068693,Sidi bennour,Doukala - Abda
lycée qualifiant Mohamed V,ثانوية محمد الخامس التأهيلية ,OUALIDIA ,الواليدية المركز,0661078702,Sidi bennour,Doukala - Abda
LYCEE QUALIFIANT 30 JUILLET ,ثانوية 30 يوليوز التأهيلية,sidi bennour Avenue Almassira Alkhadra,شارع المسيرة الخضراء سيدي بنور,0662450629,Sidi bennour,Doukala - Abda
LYCEE QUALIFIANT ENNASR,ثانوية النصر التأهيلية,ZMAMRA,الزمامرة,0662378451,Sidi bennour,Doukala - Abda
lycee qualifiant MOULAY IDRISS,الثانوية التاهيلية مولاي ادريس,route du port sidi ifni BOITE POSTALE 49,طريق الميناء صندوق البريد 49 ,0528875989,Sidi ifni,Sous-Massa-Draa
lycee qualifiant YOUSSEF IBN TACHAFINE,الثانوية التاهيلية يوسف بن تاشفين, centre COMMUNE MIRLEFT,مركز جماعة ميراللفت,0528719074,Sidi ifni,Sous-Massa-Draa
lycee qualifiant HASSAN 1er,الثانوية التاهيلية الحسن الاول, route du port sidi ifni, طريق الميناء   -   سيدي افني,0528875160,Sidi ifni,Sous-Massa-Draa
lycee qualifiant SIDI H SAINE,الثانوية التاهيلية سيدي احساين,MUNICIPALITE LAKHSAS,بلدية الاخصاص,0528670022,Sidi ifni,Sous-Massa-Draa
LYCEE QUALIFIANT MOULAY ABDELLAH,الثانوية التاهيلية مولاي عبد الله,hay lalla mariem ifni,حي للامريم افني,028875217,Sidi ifni,Sous-Massa-Draa
IBN ZEIDOUN,ابن زيدون,SIDI YAHYA ALGHARB,سيدي يحيى الغرب,0537-30-03-71,Sidi slimane,Gharb - Chrarda - Beni Hssen
ALLAL EL FASSI,علال الفاسي,ROUTE SIDI KACEM SIDI SLIMANE,شارع الحسن الثاني طريق سيدي قاسم - سيي سليمان,0537-50-28-40,Sidi slimane,Gharb - Chrarda - Beni Hssen
PRINCE MOULAY ABDELLAH,الأمير مولاي عبد الله,DOUAR JDID ROUTE DE KENITRA  SIDI SLIMANE,دوار الجديد طريق القنيطرة سيدي سليمان,0537-50-24-33,Sidi slimane,Gharb - Chrarda - Beni Hssen
KSAIBIYA,القصيبية,ksaibia,القصيبية,0661048512,Sidi slimane,Gharb - Chrarda - Beni Hssen
KACEM AMINE,قاسم أمين,DAR BEL AMRI,دار بلعامري,0671832814,Sidi slimane,Gharb - Chrarda - Beni Hssen
ZINEB NAFZAOUIA,زينب النفزاوية,AV DU STADE  sidi slimane,شارع الملعب سيدي سليمان,0537502781,Sidi slimane,Gharb - Chrarda - Beni Hssen
TARFAYA,طرفاية,TARFAYA CENTRE,طرفاية  المركز,028-89-52-35,Tarfaya,Laayoune-Boujdour-Sakia Al Hamra
CHARIF EL IDRISSI,الشريف الادريسي,ASSOUL CENTRE,مركز اسول,0661149657,Tinghir,Sous-Massa-Draa
MOHAMED VI ALNIF,محمد السادس النيف,CENTRE ALNIF TINGHIR,مركز النيف,,Tinghir,Sous-Massa-Draa
 LYCEE BOUMALENE DADES,الثانوية التأهيلية بومالن دادس,BOUMALNE  OUARZAZATE,مركز بومالن دادس ,024-83-03-25,Tinghir,Sous-Massa-Draa
EL OUROUD,الورود,KALAAT M'GOUNA OUARZAZATE,قلعة مكونة ورزازات,024-83-60-87,Tinghir,Sous-Massa-Draa
MOULAY ABDELLAH BEN HSSAIN,"م,عبد الله بن حساين",TAGHZOUTE TINGHIR OUARZAZATE,مركز تاغزوت تنغير ,0524-83-18-04,Tinghir,Sous-Massa-Draa
SIDI BOUYAHIA,سيدي بويحيى,KHMIS DADES KELLAAT M GGOUNA tinghir,خميس دادس قلعة امكونة تنغير,0661913133,Tinghir,Sous-Massa-Draa
SIDI MED BEN ABDELLAH,"س,م,بن عبد الله",AFANOUR TINGHIR tinghir, افانور تنغير تنغير ,0661913196,Tinghir,Sous-Massa-Draa
SALAH EDDINE EL AYYOUBI,صلاح الدين الأيوبي,MUNICIPALITE TINEGHIR,بلدية تنغير,0661916100,Tinghir,Sous-Massa-Draa
IBRAHIM IBN AL ADHAM,ابراهيم بن الادهم ,TAOURIRTE TINGHIR ,توريرت تنغير ,0661916096,Tinghir,Sous-Massa-Draa
MOULAY BA AMRANE,مولاي باعمران,MUNICIPALITE KELAA MEGGOUNA,بلدية قلعة امكونة,,Tinghir,Sous-Massa-Draa
