NOM_ETABLISSENTFR,NOM_ETABLISSENTAR,ADRESSEFR,ADRESSEAR,TELEPHONE,PROVINCE,REGION
AL MASSIRA AL KHADRA,المسيرة الخضراء,CENTRE TAHANAOUT COMMUNE TAHANAOUT,مركز تحناوت جماعة تحناوت,0661488851,Al Haouz,Marrakech - Tensift - Al Haouz
IBNOU HABOUS,ابن حبوس,CENTRE TAHANAOUT COMMUNE TAHANAOUT,مركز تحناوت جماعة تحناوت,-  -  -,Al Haouz,Marrakech - Tensift - Al Haouz
MOULAY BRAHIM,مولاي ابراهيم,CENTRE MY BRAHIM COMMUNE MY BRAHIM,مركز مولاي ابراهيم,0661488918,Al Haouz,Marrakech - Tensift - Al Haouz
ABDEL AZIZ BEN IDRISS,عبد العزيز بن ادريس,DOUAR TAKATARTE COMMUNE OURIKA,دوار تكترت جماعة اوريكة,0661488823,Al Haouz,Marrakech - Tensift - Al Haouz
 MOUATAMID IBNOU AABAD,المعتمد ابن عباد,CENTRE GHMAT COMMUNE GHMAT,مركز غمات جماعة اغمات,0661246709,Al Haouz,Marrakech - Tensift - Al Haouz
 SIDI DAOUD,سيدي داود,DOUAR SIDI DAOUD  AIT OURIR EL HOUZ,دوار ايت سيدي داود ايت اورير الحوز ,0661 90 25 08,Al Haouz,Marrakech - Tensift - Al Haouz
ECHAABA,الشعبة,DOUAR SIDI ABDELGHANI COMMUNE AIT SIDI DAOUD,دوار سيدي عبد الغني جماعة ايت سيدي داود,0661902529,Al Haouz,Marrakech - Tensift - Al Haouz
BELAATTAR,بلعطار,DOUAR BELATAR COMMUNE AIT SIDI DAOUD,دوار بلعطارجماعة ايت سيدي داود, 0661903349,Al Haouz,Marrakech - Tensift - Al Haouz
AIT TIMELLI,ايت تملي,DOUAR LAGHOUIBA COMMUE AIT SIDI DAOUD,دوار الغويبة جماعة ايت سيدي داود,0661903366,Al Haouz,Marrakech - Tensift - Al Haouz
AIT FASKA,ايت فاسكا,DOUAR TALTYA COMMUNE AIT FASKA,دوار ايت الثلثيا جماعة ايت فاسكا,0666665446,Al Haouz,Marrakech - Tensift - Al Haouz
AIT MOULAY ALI,ابت مولاي علي,DOUAR AIT MY ALI COMMUNE AIT FASKA,دوار ايت مولاي علي جماعة ايت فاسكا,-  -  -,Al Haouz,Marrakech - Tensift - Al Haouz
AGADIR N AIT LAHCEN,اكادير نايت لحسن,DOUAR AGADIR N AIT LAHCEN COMMUNE AIT FASKA,دوار اكادير نايت لحسن جماعة ايت فاسكا,061901685,Al Haouz,Marrakech - Tensift - Al Haouz
EL MAAMAL,المعمل,S.N.C.E.COMMUNE AIT FASKA,معمل القادوس جماعة ايت فاسكا,0661-90-33-62,Al Haouz,Marrakech - Tensift - Al Haouz
TIKOUTAR,تكوتار,DOUAR TIKOUTAR COMMUNE AIT FASKA,دوار تكوتار جماعة ايت فاسكا,0661-90-33-05,Al Haouz,Marrakech - Tensift - Al Haouz
TIGHDOUINE,تغدوين,DOUAR LARBAA COMMUNE TIGHEDOUINE,دوار لربعاء جماعة تغدوين,-  -  -,Al Haouz,Marrakech - Tensift - Al Haouz
TASSOURTE 1,تصورت 1,DOUAR TASSOURT COMMUNE TIGHEDOUINE,دوار تصورت جماعة تغدوين,-  -  -,Al Haouz,Marrakech - Tensift - Al Haouz
TALAT AST,تلتست,DOUAR TALATAST COMMUNE TIGHEDOUINE,دوار تلتست جماعة تغدوين,-  -  -,Al Haouz,Marrakech - Tensift - Al Haouz
TOULOUZINE,تلزين,DOUAR TOULOUZIN COMMUNE TIGHEDOUINE,دوار نلزين جماعة تغدوين,-  -  -,Al Haouz,Marrakech - Tensift - Al Haouz
AIT ANZAL AL JABAL,انزال الجبل,DOUAR IGOUDMANE COMMUNE TIGHEDOUINE,دوار اكدمن جماعة تغدوين,-  -  -,Al Haouz,Marrakech - Tensift - Al Haouz
AIT AACHA,ايت عشا,DOUAR AIT AACHA COMMUNE TIGHEDOUINE,دوار ايت عشا جماعة تغدوين,0661904069,Al Haouz,Marrakech - Tensift - Al Haouz
AIT OUAKSTITE,ايت واقستيت,DOUAR TAMAROOUTE  COMMUNE TIGHEDOUINE,دوار تمرووت مشيخة ايت واقستيت جماعة تغدوين,061904070,Al Haouz,Marrakech - Tensift - Al Haouz
ANSA,انسا,DOUAR ANSA EZATE COMMUNE TIGHEDOUINE,دوار انسا جماعة تغدوين,0661902339,Al Haouz,Marrakech - Tensift - Al Haouz
TIDILI,تيديلي,DOUAR TIDILI COMMUNE TIDILI MESFIOUA,دوار تيديلي جماعة تيديلي مسفيوة,0661244092,Al Haouz,Marrakech - Tensift - Al Haouz
MACHTOUN,مشطون,DOUAR MACHTOUN COMMUNE TIDILI MESFIOUA,دوار مشطون جماعة تيديلي مسفيوة,  0661244725-,Al Haouz,Marrakech - Tensift - Al Haouz
TIKHRIBINE,تخربين,DOUAR TOUKHRIBINE COMMUNE TIDILI MESFIOUA,دوار تخربين جماعة تيديلي مسفيوة,-  -  -,Al Haouz,Marrakech - Tensift - Al Haouz
TALBANINE,تالبنين,DOUAR TALBANINE COMMUNE TIDILI MESFIOUA,دوار تالبنين جماعة تيديلي مسفيوة,-  -  -,Al Haouz,Marrakech - Tensift - Al Haouz
TAGHENBOUCHTE,تغنبوشت,DOUAR TAGHANBOUCHTE COMMUNE TIDILI MESFIOUA,دوار تغنبوشت جماعة تيديلي مسفيوة, 0661244283,Al Haouz,Marrakech - Tensift - Al Haouz
TARIKHTE,تريخت,DOUAR TARIKHTE COMMUNE TIDILI MESFIOUA,دوار تريخت جماعة تيديلي مسفيوة,-  -  -,Al Haouz,Marrakech - Tensift - Al Haouz
TIZI TAHTANIA,تيزي التحتانية,DOUAR TIZI TAHTANIA COMMUNE TIDILI MESFIOUA,دوار تيزي التحتانية جماعة تدلي مسفيوة,0661244908,Al Haouz,Marrakech - Tensift - Al Haouz
SIDI GHIAT,سيدي غيات,DOUAR TIDIST COMMUNE SIDI ABDELLAH GHIAT,دوار تديست جماعة سيدي عبدالله غيات,-  -  -,Al Haouz,Marrakech - Tensift - Al Haouz
SRAIRI,السرايري,DOUAR SRAIRI COMMUNE SIDI ABDELLAH GHIAT,دوار السرايري جماعة سيدي عبدالله غيات,-  -  -,Al Haouz,Marrakech - Tensift - Al Haouz
AIT BOUNNITE,ايت بوالنيت,DOUAR AIT BOUNNITE COMMUNE SIDI ABDELLAH GHIAT,دوار ايت بوالنيت جماعة سيدي عبدالله غيات,061245385,Al Haouz,Marrakech - Tensift - Al Haouz
ERRHA,الرحى,DOUAR ERRHA COMMUNE SIDI ABDELLAH GHIAT,دوار الرحى جماعة سيدي عبد الله غيات,-  -  -,Al Haouz,Marrakech - Tensift - Al Haouz
ELWALJA,الولجة,COOPERATIVE BAB ERRABH COMMUNE SIDI ABDELLAH GHIAT,الولجة جماعة سيدي عبدالله غيات ,061-24-57-60,Al Haouz,Marrakech - Tensift - Al Haouz
ANNAKOUCHE,الناقوش,DOUAR BOULMASSAFATE COMMUNE SIDI ABDELLAH GHIAT,دوار بوالمسافات جماعة سيدي عبدالله غيات,0610249978,Al Haouz,Marrakech - Tensift - Al Haouz
secteur scolaireTAMAZOUZTE,مجموعة مدارس تمازوزت,ss TAMAZOUZTE COMMUNE TAMAZOUZTE CAIDAT GHMATE,م/م تمازوزت جماعة تمازوزت قيادة سدى غبا ت ,061-245-946,Al Haouz,Marrakech - Tensift - Al Haouz
ZETOULA,زطولة,DOUAR ZTOULA COMMUNE TAMAZOUZTE,دوار زطولة جماعة تمازوزت قيادة سيدي غيات,-  -  -,Al Haouz,Marrakech - Tensift - Al Haouz
BOUAOUIDE,بوعويد,DOUAR BOUAAOUID COMMUNE TAMAZOUZTE,دوار بوعويد جماعة تمازوزت,0661-48-86-03,Al Haouz,Marrakech - Tensift - Al Haouz
LAAOUINA,لعوينة,DOUAR LAAOUINA COMMUNE TAMAZOUZTE,دوار لعوينة جماعة تمازوزت,061-488-606,Al Haouz,Marrakech - Tensift - Al Haouz
IGUERFEROUANE,اكرفروان,DOUAR TAMAZAGHARTE COMMUNE IGUERFEROUANE,دوار تمزاغرت جماعة اكرفروان,061237039,Al Haouz,Marrakech - Tensift - Al Haouz
SEBT IGUERFEROUANE,سبت اكرفروان,DOUAR IMARINE COMMUNE IGUERFEROUANE,دوار امارين جماعة اكرفروان,06488629,Al Haouz,Marrakech - Tensift - Al Haouz
TAMAKOUSTE,تمكوست,DOUAR TAMAKOUSTE COMMUNE IGUERFEROUANE,دوار تمكوست جماعة اكرفروان,0661249045,Al Haouz,Marrakech - Tensift - Al Haouz
AIT AABD,ايت عابد,DOUAR AIT AABED ASLOUM COMMUNE IGUERFEROUANE,دوار ايت عابد اسلوم جماعة اكرفروان,0661488627,Al Haouz,Marrakech - Tensift - Al Haouz
IGROUKA,اكروكا,DOUAR IGROUKA COMMUNE IGUERFEROUANE,دوار اكروكا جماعة اكرفروان,0661248779,Al Haouz,Marrakech - Tensift - Al Haouz
AIT KADDOUR,ايت قدور,DOUAR AIT KADOUR COMMUNE GHMATE,دوار ايت قدور جماعة اغمات,,Al Haouz,Marrakech - Tensift - Al Haouz
TALAT N'SAL,ثلاث نسال,DOUAR TALAT N'SAL COMMUNE GHMATE,دوار ثلاث نسال جماعة اغمات,-  -  -,Al Haouz,Marrakech - Tensift - Al Haouz
AIT BEL HAJ,ايت بلحاج,DOUAR AIT BEL HAJ COMMUNE GHMATE,دوار ايت بلحاج جماعة اغمات,0661243597,Al Haouz,Marrakech - Tensift - Al Haouz
LABRIZA,البريزة,DOUAR IBA LABRIZA COMMUNE GHMATE,دوار ابا البريزة جماعة اغمات,0661245841,Al Haouz,Marrakech - Tensift - Al Haouz
BOUHADDOU,بوحدو,DOUAR BOUHADDOU COMMUNE GHMATE,دوار بوحدو جماعة اغمات,061-243-591,Al Haouz,Marrakech - Tensift - Al Haouz
  secteur scolaire SED MOULAY YOUSSEF, مجموعة  مدارسسد مولاي يوسف,DOUAR AIT AADEL COMMUNE AIT AADEL,دوار ايت عادل جماعة ايت عادل,-  -  -,Al Haouz,Marrakech - Tensift - Al Haouz
TARASTE,تراست,DOUAR TARASTE COMMUNE AIT AADEL,دوار تراست جماعة ايت عادل,-  -  -,Al Haouz,Marrakech - Tensift - Al Haouz
HAY MASSIRA,حي المسيرة,BOUIZAKARNE CENTRE,بويزكارن المركز,0661466377,Guelmim,Guelmim - Es-smara
AIT HKIM,ايت احكيم,DOUAR TIGHRATINE COMMUNE AIT HKIM,دوار ايت احكيم جماعة ايت حكيم,0661239788,Al Haouz,Marrakech - Tensift - Al Haouz
IZIZEL,ازيزل,DOUAR IZIZEL COMMUNE AIT HKIM,دوار ازيزل جماعة ايت حكيم,0661239715,Al Haouz,Marrakech - Tensift - Al Haouz
ALMOU,المو,DOUAR AIT LAALAME COMMUNE ABADOU,دوار ايت لعلام جماعة ابادو,0661-23-96-19,Al Haouz,Marrakech - Tensift - Al Haouz
ARBEA GHOUJDAMA,اربعاء غجدامة,DOUAR AIT OUKTAL COMMUNE ABADOU,دوار ايت اكتل جماعة ابادو,-  -  -,Al Haouz,Marrakech - Tensift - Al Haouz
AMASSINE,اماسين,DOUAR AMASSINE COMMUNE ABADOU,دوار اماسين جماعة ابادو,061-23-96-02,Al Haouz,Marrakech - Tensift - Al Haouz
TAZARTE,تازارت,DOUAR TAZARTE COMMUNE TAZART,دوار تازارت جماعة تازارت,0661239489,Al Haouz,Marrakech - Tensift - Al Haouz
TIZAGHTE,تيزغت,DOUAR TIZAGHTE COMMUNE TAZARTE,دوار تيزغت جماعة تازارت,-  -  -,Al Haouz,Marrakech - Tensift - Al Haouz
AGHBALOU,اغبالو, AGHBALOU COMMUNE TAZART, اغبالو جماعة تزارت,054758107,Al Haouz,Marrakech - Tensift - Al Haouz
IHRISSANE,اهريصان,DOUAR IHRISSANE COMMUNE TAZART,دوار اهريصان جماعة تزارت,-  -  -,Al Haouz,Marrakech - Tensift - Al Haouz
IMARIGHNE,اماريغان,DOUAR AIT DAOUD COMMUNE TAZART,دوار ايت داود جماعة تازارت,0661-23-88-74,Al Haouz,Marrakech - Tensift - Al Haouz
TAMAGUERTE,تمكرت,DOUAR TAGARTE COMMUNE TAMAGUERT,دوار تكارط جماعة تمكرت        ,0661901989,Al Haouz,Marrakech - Tensift - Al Haouz
AZMIME,ازميم,DOUAR AZMIM COMMUNE TAMAGUERT,دوار ازميم جماعة تمكرت,-  -  -,Al Haouz,Marrakech - Tensift - Al Haouz
AGOUJGALE,اكجكال,DOUAR AGOUJGAL COMMUNE TAMAGUERT,دوار اكجكال جماعة تمكرت, 061901996,Al Haouz,Marrakech - Tensift - Al Haouz
AIN ERROUMMANE,عين الرمان,DOUAR AIN ERROUMMANE COMMUNE TAMAGUERT,دوار عين الرمان جماعة تمكرت قيادة التوامة,-  -  -,Al Haouz,Marrakech - Tensift - Al Haouz
 secteur scolaire TOUAMA,مجموعة مدارس التوامة,DOUAR TOUAMA COMMUNE TOUAMA,دوار التوامة جماعة التوامة,0661901689,Al Haouz,Marrakech - Tensift - Al Haouz
SIDI AHMED ETTOUMI,سيدي احمد التومي,TOUAMA COMMUNE  TOUAMA,التوامة جماعة التوامة,0661488993,Al Haouz,Marrakech - Tensift - Al Haouz
TIZI,تيزي,DOUAR AIT IZGUAR COMMUNE TOUAMA,دوار تيزي جماعة التوامة,-  -  -,Al Haouz,Marrakech - Tensift - Al Haouz
TIMGHAZDANE,تمغزدان,DOUAR TIMGHZDANE COMMUNE TOUAMA,دوار تمغزدان جماعة التوامة,061-488-992,Al Haouz,Marrakech - Tensift - Al Haouz
TADDARTE,تدارت,DOUAR TADARTE COMMUNE ZERKTEN TOUAMA,دوار تدارت جماعة زرقطن,0661488990,Al Haouz,Marrakech - Tensift - Al Haouz
TALNIF,تالنيف,DOUAR TALLNIF COMMUNE ZERKTEN,دوار تالنيف جماعة زرقطن,-  -  -,Al Haouz,Marrakech - Tensift - Al Haouz
IGHI,اغي,DOUAR IGHI COMMUNE ZERKTEN,دوار اغي جماعة زرقطن,061-48-89-81,Al Haouz,Marrakech - Tensift - Al Haouz
TAGHOULASTE,تغولاست,DOUAR TGHOULASTE COMMUNE ZERKTEN,دوار تغولاست جماعة زرقطن,-  -  -,Al Haouz,Marrakech - Tensift - Al Haouz
ZERKTENE,زرقطن,CENTRE ZERKTAN COMMUNE ZERKTAN,مركز رزقطن جماعة زرقطن,-  -  -,Al Haouz,Marrakech - Tensift - Al Haouz
TAFGA,تافكا,DOUAR ABHIR COMMUNE ZERKTEN,دوار ابحير جماعة زرقطن,0661488970,Al Haouz,Marrakech - Tensift - Al Haouz
ISOUAL,اسوال,DOUAR TITOULA COMMUNE ZERKTEN,دوار تيتولا جماعة زرقطن,0661488963,Al Haouz,Marrakech - Tensift - Al Haouz
ASNI,اسني,CENTRE ASNI COMMUNE ASNI,مركز اسني جماعة اسني,-  -  -,Al Haouz,Marrakech - Tensift - Al Haouz
IMLIL,امليل,DOUAR IMLIL COMMUNE ASNI,دوار امليل جماعة اسني,  -0661488307,Al Haouz,Marrakech - Tensift - Al Haouz
AMESKAR,امسكر,DOUAR AMESKAR COMMUNE ASNI,دوار امسكر جماعة اسني,0661488223,Al Haouz,Marrakech - Tensift - Al Haouz
OUANSKRA,وانسكرا,DOUAR TACHDIRTE COMMUNE ASNI,دوار واتسكرا جماعة اسني,0654758857,Al Haouz,Marrakech - Tensift - Al Haouz
WAOUISSAFTE,واوسفت,DOUAR WAOUISAFT COMMUNE ASNI,دوار واوسفت جماعة اسني,0661488331,Al Haouz,Marrakech - Tensift - Al Haouz
SIDI FARS,سيدي فارس,DOUAR SIDI FARS COMMUNE ASNI,دوار سيدي فارس جماعة اسني,-  -  -,Al Haouz,Marrakech - Tensift - Al Haouz
IGHIL,اغيل,DOUAR IGHIL COMMUNE IGHIL,دوار اغيل جماعة اغيل,-  -  -,Al Haouz,Marrakech - Tensift - Al Haouz
ASLOUNE,اسلون,DOUAR ASLOUNE COMMUNE IGHIL,دوار اسلون جماعة اغيل,-  -  -,Al Haouz,Marrakech - Tensift - Al Haouz
TANFGHIKHTE,تانفكيغت,DOUAR TANFGHIKHTE COMMUNE IGHIL,دوار تانفكيغت جماعة اغيل,-  -  -,Al Haouz,Marrakech - Tensift - Al Haouz
LAMKIATE,المكيات,DOUAR AGHBAR COMMUNE AGHBAR,دوار اغبار جماعة اغبار,-  -  -,Al Haouz,Marrakech - Tensift - Al Haouz
TANAMERTE,تنامرت,DOUAR TANAMMERTE COMMUNE AGHBAR,دوار تنامرت جماعة اغبار,-  -  -,Al Haouz,Marrakech - Tensift - Al Haouz
IGUE,اك,DOUAR IGUE COMMUNE AGHBAR,دوار اك جماعة اغبار,-  -  -,Al Haouz,Marrakech - Tensift - Al Haouz
AL MANSOUR AL MOUAHIDI,المنصور الموحدي,TALAT YAAQOUB COMMMUNE TALAT N'YAAQOUB,تلاث نيعقوب جماعة تلاث نيعقوب,-  -  -,Al Haouz,Marrakech - Tensift - Al Haouz
IBNOU TOUMERTE,ابن تومرت,DOUAR ISFALENE COMMUNE TALAT N'YAAQOUB,دوار اسفالن جماعة تلاث نيعقوب,-  -  -,Al Haouz,Marrakech - Tensift - Al Haouz
MZOUZITE,امزوزيت,DOUAR MZOUZITE COMMUNE TALAT N'YAAQOUB,دوار امزوزيت جماعة تلاث نيعقوب,-  -  -,Al Haouz,Marrakech - Tensift - Al Haouz
IJOUKAK,اجوكاك,DOUZR EL ASKAR COMMUNE IJOUKAK,دوار اجوكاك جماعة اجوكاك,-  -  -,Al Haouz,Marrakech - Tensift - Al Haouz
IGHIR,اغير,DOUAR IGHIR COMMUNE IJOUKAK,دوار اغير جماعة اجوكاك,0661488469  ,Al Haouz,Marrakech - Tensift - Al Haouz
TARGA,تاركة,DOUAR TARGA COMMUNE IJOUKAK,دوار تاركة جماعة اجوكاك,-  -  -,Al Haouz,Marrakech - Tensift - Al Haouz
IMAGDAL,امكدال,DOUAR IMAGDAL COMMUNE IMAGDAL,دوار امكدال جماعة امكدال,- 0661488514 ,Al Haouz,Marrakech - Tensift - Al Haouz
AMESLANE,امسلان,DOUAR AMESLANE COMMUNE IMGDAL,دوار امسلان جماعة امكدال,061-488-513,Al Haouz,Marrakech - Tensift - Al Haouz
TINISKTE,تنيسكت,DOUAR TINISKTE COMMUNE IMGDAL,دوار تنيسكت جماعة امكدال,0661488497,Al Haouz,Marrakech - Tensift - Al Haouz
TAOURIRTE,تاوريرت,DOUAR TAOURIRTE COMMUNE IMGDAL,دوار تاوريرت جماعة امكدال,0661488507,Al Haouz,Marrakech - Tensift - Al Haouz
OUIRGANE,وركان,DOUAR OUIRGAN COMMUNE OUIRGANE,دوار وركان جماعة وركان,0661488540,Al Haouz,Marrakech - Tensift - Al Haouz
TOUROURDE,طرورد,DOUAR TORORD COMMUNE OUIRGANE,دوار طروردجماعة وركان,-  -  -,Al Haouz,Marrakech - Tensift - Al Haouz
DNASSA,دناسة,DOUAR AMGHRAS COMMUNE AMGHRAS,دوار دناسة جماعة امغراس,0661-488-581,Al Haouz,Marrakech - Tensift - Al Haouz
AGHBALOU,اغبالو,DOUAR AGHBALOU COMMUNE AMGHRAS,دوار اغبالو جماعة امعراس,0661488560,Al Haouz,Marrakech - Tensift - Al Haouz
AMEGHRAS,امغراس,DOUAR TIGUENZIOUINE COMMUNE AMIZMIZ,دوار تكنزوين بلدية امزميز,0661488591,Al Haouz,Marrakech - Tensift - Al Haouz
OUAD AKAR,واداكر,DOUAR OUAD AKKAR COMMUNE AMIZMIZ,دوار واداكر جماعة امزميز,061-488-592,Al Haouz,Marrakech - Tensift - Al Haouz
INGHADE,اناغد,DOUAR INGHAD COMMUNE ANOUGAL,دوار اناغد جماعة انكال,0661488593,Al Haouz,Marrakech - Tensift - Al Haouz
ahmed boukmakh,احمد بوكماخ,DOUAR GUETTOU COMMUNE ANOUGAL,دوار كطو جماعة انكال,0661488601,Al Haouz,Marrakech - Tensift - Al Haouz
AZGOUR,ازكور,DOUAR AZGOUR COMMUNE AZGOUR,دوار ازكور جماعة ازكور,0661488602,Al Haouz,Marrakech - Tensift - Al Haouz
LAMDINAT,لمدينات,DOUAR LAMDINAT COMMUNE AZGOUR,دوار لمدينات جماعة ازكور,0661269452,Al Haouz,Marrakech - Tensift - Al Haouz
TOULKINE,تولكين,DOUAR TOULKINE COMMUNE AZGOUR,دوار تولكين جماعة ازكور,0661-246-436,Al Haouz,Marrakech - Tensift - Al Haouz
TIZGUINE,تزكين,DUAR TIZGUINE COMMUNE TIZGUINE,دوار تزكين جماعة تزكين,-  -  -,Al Haouz,Marrakech - Tensift - Al Haouz
LAMHALLATE,لمحلات,DOUAR LAMHALLATE COMMUNE TIZGUINE,دوار لمحلات جماعة تزكين,061248232,Al Haouz,Marrakech - Tensift - Al Haouz
DAR JAMAA,دار الجامع,DOUAR DAR JAMAA COMMUNE DAR JAMAA,دوار دار الجامع جماعة دار الجامع,061-488-636,Al Haouz,Marrakech - Tensift - Al Haouz
AIT SMILE,ايت سميل,DOUAR AIT SMILE COMMUNE DAR JAMAA,دوار ايت سميل جماعة دار الجامع,061488651,Al Haouz,Marrakech - Tensift - Al Haouz
AIT BORDE,ايت بورد,DOUAR AIT BOURD COMMUNE DAR JAMAA,دوار ايت بورد جماعة دار الجامع,-  -  -,Al Haouz,Marrakech - Tensift - Al Haouz
SIDI BEDHAJ,سيدي بدهاج,DOUAR AIT AAMARA AL BOUR COMMUNE SIDI BADHAJ,دوار ايت عمارة البور جماعة سيدي بدهاج,-  -  -,Al Haouz,Marrakech - Tensift - Al Haouz
secteur scolaire OULAD MTAA,مجموعة مدارس اولاد امطاع,DOUAR AIT CHKI COMMUNE OULAD MTAA,دوار اولاد امطاع جماعة اولاد امطاع,0661-488-704,Al Haouz,Marrakech - Tensift - Al Haouz
EL MARJA,المرجة,DOUAR EL MARJA COMMUNE OULAD MTAA,دوار المرجة جماعة اولاد امطاع,0661-48-87-10,Al Haouz,Marrakech - Tensift - Al Haouz
secteur scolaire SED N FIS,مجموعة مدارس سد نفيس,SED N FIS COMMUNE LALLA TAKARKOUST,سد نفيس جماعة للاتكركوست,-  -  -,Al Haouz,Marrakech - Tensift - Al Haouz
AIT AAMARA CENTRALE,ايت عمارة الواد,DOUAR WAOUIZELTE COMMUNE SIDI BADHAJ,دوار  واوزليت جماعة سيدي بدهاج,0661488696,Al Haouz,Marrakech - Tensift - Al Haouz
LARJAM,لرجام,DOUAR LARJAM COMMUNE LALLA TAKARKOUST,دوار لرجام جماعة للاتكركوست,061-48-87-12,Al Haouz,Marrakech - Tensift - Al Haouz
OUZGUITA,ازكيطة,DOUAR FRASS COMMUNE OUAZGUITA,دوار فراس جماعة اوزكيطة,-  -  -,Al Haouz,Marrakech - Tensift - Al Haouz
AGDOUR KIK,اكدوركيك,DOUAR AGDOUR KIK COMMUNE OUAZGUITA,دوار اكدوركيك جماعة اوزكيطة,-  -  -,Al Haouz,Marrakech - Tensift - Al Haouz
TAGADIRT,تكاديرت,DOUAR TAGADIRTE COMMUNE OUAZGUITA,دوار تكاديرت جماعة اوزكيطة,-  -,Al Haouz,Marrakech - Tensift - Al Haouz
IGHARMANE,اغرمان,DOUAR IGHARMANE COMMUNE STI FADMA,دوار اغرمان جماعة ستي فاضمة,0661488791,Al Haouz,Marrakech - Tensift - Al Haouz
STI FADMA,ستي فاضمة,DOUAR ELAKRI COMMUNE STI FADMA,دوار الكاري جماعة ستي فاضمة,0661488781,Al Haouz,Marrakech - Tensift - Al Haouz
AMLOUGUI,املوكي,DOUAR AMLOUGUI COMMUNE STI FADMA,دوار املوكي جماعة ستي فاضمة,061488771,Al Haouz,Marrakech - Tensift - Al Haouz
ANFLI,انفلي,DOUAR ANFLI COMMUNE STI FADMA,دوار انفلي جماعة ستي فاضمة,0661488773,Al Haouz,Marrakech - Tensift - Al Haouz
YABOURA,يابورة,DOUAR YABOURA COMMUNE STI FADMA,دوار يابورة جماعة ستي فاضمة,0661488802,Al Haouz,Marrakech - Tensift - Al Haouz
IGUER MAOUNE,اكرماون,DOUAR IGUERMAOUNE COMMUNE STI FADMA,دوار اكرماون جماعة ستي فاضمة,0661488772,Al Haouz,Marrakech - Tensift - Al Haouz
OUALMAS,اولماس,DOUAR OUALMAS COMMUNE STI FADMA,دوار اولماس جماعة اوريكة,-  -  -,Al Haouz,Marrakech - Tensift - Al Haouz
ANAMER,انامر,DOUAR ANAMER COMMUNE STI FADMA,دوار انامر جماعة ستي فاضمة,-  -  -,Al Haouz,Marrakech - Tensift - Al Haouz
AL MOURABITINE,المرابطين,DOUAR TIMSKRINE COMMUNE OURIKA,دوار تمسكرين جماعة اوريكة,-  -  -,Al Haouz,Marrakech - Tensift - Al Haouz
SBITI,الصبيطي,DOUAR SBITI COMMUNE OURIKA,دوار الصبيطي جماعة اوريكة,-  -  -,Al Haouz,Marrakech - Tensift - Al Haouz
TAFZA,تافزا,DOUAR TAFZA COMMUNE OURIKA,دوار تافزا جماعة اوريكة,061488827,Al Haouz,Marrakech - Tensift - Al Haouz
ASGUINE,اسكين,DOUAR ASGUINE COMMUNE OURIKA,دوار اسكين جماعة اوريكة,0661488819,Al Haouz,Marrakech - Tensift - Al Haouz
LAKHMISS,الخميس,DOUAR LAKHMISSE COMMUNE OURIKA,دوار الخميس جماعة اوريكة,  -  -,Al Haouz,Marrakech - Tensift - Al Haouz
MAOOUTE,ماووت,DOUAR MAOOUTE COMMUNE OURIKA,دوار ماووت جماعة اوريكة,-  -  -,Al Haouz,Marrakech - Tensift - Al Haouz
OUKAIMEDENE,اوكايمدن,DOUAR IGUNANE COMMUNE OUKAIMDEN,دوار اكنان جماعة اوكايمدن,-  -  -,Al Haouz,Marrakech - Tensift - Al Haouz
