Nom Etablissement,Adresse,Ville,Téléphone,FAX,EMAIL,Nature,Cycle d'enseignement,Région,Province,Commune
ASKRAM,DOUAR ASKRAM COMMUNE ROUADI,CERCLE BNI WARIAGHAL,539843135,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Al Houceima,Rouadi
AIT KAMRA,DOUAR AIT KAMRA COMMUNE AIT KAMRA,CERCLE BNI WARIAGHAL,539843098,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Al Houceima,Ait Kamra
IZAFZAFEN,DOUAR IZAFZAFEN COMMUNE AIT KAMRA,CERCLE BNI WARIAGHAL,-  -  -,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Al Houceima,Ait Kamra
TAZAGHINE,DOUAR TAZAGHINE COMMUNE AIT KAMRA,CERCLE BNI WARIAGHAL,539843122,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Al Houceima,Ait Kamra
OULED AHMED,DOUAR OULED AHMED COMMUNE SIDI BOUZINEB,CERCLE TARGUIST,539843204,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Al Houceima,Sidi Bouzineb
TAZROUT,DOUAR TAZROUT COMMUNE SIDI BOUZINEB,CERCLE TARGUIST,539843203,,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Al Houceima,Sidi Bouzineb
BNI AMMART,BNI AMMART COMMUNE BNI AMMART,CERCLE TARGUIST,539843395,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Al Houceima,Bni Ammart
AGHIL AHMED,DOUAR AGHIL AHMED COMMUNE BNI AMMART,CERCLE TARGUIST,666322137,-  -  -,jilh04@yahoo.fr,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Al Houceima,Bni Ammart
ISKIMEN,DOUAR ISKIMEN COMMUNE BNI AMMART,CERCLE TARGUIST,660126366,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Al Houceima,Bni Ammart
ASSAMAR,DOUAR ASSAMAR COMMUNE BNI AMMART,CERCLE TARGUIST,-  -  -,-  -  -,saif_saif6@hotmail.com,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Al Houceima,Bni Ammart
SOUAHEL,DOUAR SOUAHEL COMMUNE ABDELGHAYA SOUAHEL,CERCLE TARGUIST,660143776,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Al Houceima,Abdelghaya Souahel
BNI AHMED,DOUAR BNI AHMED COMMUNE ABDELGHAYA SOUAHEL,CERCLE TARGUIST,0652117721  -,-  -  -,secteur-s-bnihmed@live.fr,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Al Houceima,Abdelghaya Souahel
TALGHOUNT,DOUAR TALGHOUNT COMMUNE ABDELGHAYA SOUAHEL,CERCLE TARGUIST,-  -  -,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Al Houceima,Abdelghaya Souahel
IKAWEN,DOUAR IKAWEN COMMUNE ABDELGHAYA SOUAHEL,CERCLE TARGUIST,-  -  -,-  -  -,NULL,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Al Houceima,Abdelghaya Souahel
BNI HASSAN,DOUAR BNI HASSAN COMMUNE ABDELGHAYA SOUAHEL,CERCLE TARGUIST,35687813,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Al Houceima,Abdelghaya Souahel
AL MANSAF,DOUAR AL MANSAF COMMUNE ABDELGHAYA SOUAHEL,CERCLE TARGUIST,652117722,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Al Houceima,Abdelghaya Souahel
TIZITCHINE,DOUAR TIZITCHINE COMMUNE MOULAY AHMED CHRIF,CERCLE TARGUIST,-  -  -,-  -  -,NULL,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Al Houceima,Moulay Ahmed Cherif
WARG,DOUAR WARG COMMUNE MOULAY AHMED CHRIF,CERCLE TARGUIST,39843136,-  -  -,haddach2009@gmail.com,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Al Houceima,Moulay Ahmed Cherif
BNI TIMAN,DOUAR BNI TIMAN COMMUNE MOULAY AHMED CHRIF,CERCLE TARGUIST,667701001,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Al Houceima,Moulay Ahmed Cherif
ISSAGUEN,ROUTE TETOUAN ISSAGUEN COMMUNE ISSAGUEN,CERCLE TARGUIST,539813002,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Al Houceima,Issaguen
TALAROUAK,DOUAR TALAROUAK COMMUNE ISSAGUEN,CERCLE TARGUIST,660126359,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Al Houceima,Issaguen
AZILA,DOUAR AZILA COMMUNE ISSAGUEN,CERCLE TARGUIST,613035000,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Al Houceima,Issaguen
TAMSAOUT,DOUAR TAMSAOUT COMMUNE TAMSAOUT,CERCLE TARGUIST,-  -  -,-  -  -,NULL,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Al Houceima,Tamsaout
ASSOUL,DOUAR ASSOUL COMMUNE TAMSAOUT,CERCLE TARGUIST,660143827,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Al Houceima,Tamsaout
BARNASS,DOUAR BARNASS COMMUNE TAMSAOUT,CERCLE TARGUIST,-  -  -,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Al Houceima,Tamsaout
ARGUIOUEN,DOUAR ARGUIOUEN COMMUNE TAMSAOUT,CERCLE TARGUIST,535786816,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Al Houceima,Tamsaout
KETAMA,DOUAR KETAMA COMMUNE KETAMA,CERCLE TARGUIST,539816055,-  -  -,bourima-schoo@hotmail.fr,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Al Houceima,Ketama
ATTACHAROUK,HAY al manzeh SIDI MOUMEN,CASABLANCA,22708534,-  -  -,,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Grand Casablanca,Sidi Bernoussi,Sidi Moumen (AR)
MOUYA,DOUAR MOUYA COMMUNE KETAMA,CERCLE TARGUIST,-  -  -,-  -  -,NULL,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Al Houceima,Ketama
ATOUT,DOUAR ATOUT COMMUNE KETAMA,CERCLE TARGUIST,660143793,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Al Houceima,Ketama
TABARANTE,DOUAR TABARANTE COMMUNE BNI BOUCHIBET,CERCLE TARGUIST,-  -  -,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Al Houceima,Bni Bouchibet
BNI AYACH,DOUAR BNI AYACH COMMUNE BNI BOUCHIBET,CERCLE TARGUIST,-  -  -,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Al Houceima,Bni Bouchibet
IMOUGZEN,DOUAR IMOUGZEN COMMUNE BNI AHMED IMOUGZEN,CERCLE TARGUIST,-  -  -,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Al Houceima,Bni Ahmed Imoukzan
MAZOUZ,DOUAR MAZOUZ COMMUNE BNI AHMED IMOUGZEN,CERCLE TARGUIST,-  -  -,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Al Houceima,Bni Ahmed Imoukzan
TAGHZOUT,DOUAR TAGHZOUT COMMUNE TAGHZOUT,CERCLE TARGUIST,-  -  -,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Al Houceima,Taghzout
BNI YAKHLEF,DOUAR BNI YAKHLEF COMMUNE TAGHZOUT,CERCLE TARGUIST,-  -  -,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Al Houceima,Taghzout
AIN BENAABOU,DOUAR AIN BENABOU COMMUNE SIDI BOUTMIM,CERCLE TARGUIST,-  -  -,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Al Houceima,Sidi Boutmime
EL MANZAH,bloc  i  OULED OUJIH KENITRA,Kenitra,671829775,-  -  -,,Ecole primaire autonome                                               ,Etablissement de l'Enseignement Primaire,Gharb - Chrarda - Beni Hssen,Kenitra,Kenitra (M)
IBNOU ROCHD,HAY WAFA 4 ET MKHALIF AIN SBAA  KENITRA,Kenitra,-  -  -,-  -  -,,Ecole primaire autonome                                               ,Etablissement de l'Enseignement Primaire,Gharb - Chrarda - Beni Hssen,Kenitra,Kenitra (M)
EL BAYROUNI,CITE L'HABITAT  SAKNIA  KENITRA,Kenitra,-  -  -,-  -  -,NULL,Ecole primaire autonome                                               ,Etablissement de l'Enseignement Primaire,Gharb - Chrarda - Beni Hssen,Kenitra,Kenitra (M)
KHALID IBNOU EL OUALID,AL-IRCHAD   SAKNIA KENITRA,Kenitra,671816372,-  -  -,,Ecole primaire autonome                                               ,Etablissement de l'Enseignement Primaire,Gharb - Chrarda - Beni Hssen,Kenitra,Kenitra (M)
LHAJ ALI,DOUAR LHAJ ALI COMMUNE SIDI BOUTMIM,CERCLE TARGUIST,-  -  -,-  -  -,NULL,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Al Houceima,Sidi Boutmime
TCHAYEF,DOUAR TCHAYF COMMUNE SIDI BOUTMIM,CERCLE TARGUIST,-  -  -,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Al Houceima,Sidi Boutmime
OUARSAN,DOUAR OUARSAN COMMUNE ZARKAT,CERCLE TARGUIST,039843121 -,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Al Houceima,Zarkt
MOULAY MEFTAH,DOUAR MOULAY MEFTAH COMMUNE ZARKAT,CERCLE TARGUIST,539843124,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Al Houceima,Zarkt
ZAOUIAT AL KANATER,DOUAR ZAOUIAT AL KANATER COMMUNE BNI BOUNSAR,CERCLE TARGUIST,39843134,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Al Houceima,Bni Bounsar
TIZI KHATTAB,DOUAR TIZI KHATTAB COMMUNE BNI BOUNSAR,CERCLE TARGUIST,539843116,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Al Houceima,Bni Bounsar
BNI BOUNSAR,DOUAR BNI BOUNSAR COMMUNE BNI BOUNSAR,CERCLE TARGUIST,539843119,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Al Houceima,Bni Bounsar
BNI BCHIR,DOUAR BNI BCHIR COMMUNEBNI BCHIR,CERCLE TARGUIST,-  -  -,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Al Houceima,Bni Bchir
AL MOURABITINE,HAY HIND  SOUK EL ARBAA GHARB,SOUK ELARBAA,661812057,-  -  -,,Ecole primaire autonome                                               ,Etablissement de l'Enseignement Primaire,Gharb - Chrarda - Beni Hssen,Kenitra,Souk El Arbaa (M)
HASSAN II,E KCEIBYA,sidi slimane,661048558,-  -  -,,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Gharb - Chrarda - Beni Hssen,Sidi slimane,Kceibya
IBN BATOUTA,EL MASSIRA EL KHADRA B P 7 TAN-TAN,Tantan,528765676,-  -  -,,Lycée qualifiant enseignement général                                 ,Etablissement de l'Enseignement Qualifiant,Guelmim - Es-smara,Tantan,Tan Tan (M)
EL FATH,AIN ERRAHMA TANTAN,TAN TAN,0528-87-87-15,-  -  -,,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Guelmim - Es-smara,Tantan,Tan Tan (M)
SIDI ABID (COLLEGE),AVENUE RHAMNA 45 AL HOCEIMA,MUNICIPALITE AL HOCEIMA,039-98-23-59,-  -  -,college_sidiabid@hotmail.fr,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Taza  - Al Hoceima - Taounate,Al Houceima,Al Hoceima
